data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,municipio_nome,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
1778371200000,202619,445.0,445,445.0,445,0.041817714,61.343857,0,1,354990420261920690,2026-08-25,São José dos Campos,,0.8934138,725419,12.8690142857143,95.3417714285714,0,0,1,79.2487714285714,56.2073428571429,17.2370571428571,22.3310142857143,47,,,,,235967
1777766400000,202618,470.0,470,470.0,470,0.016361736,64.79014,0,1,354990420261820690,2026-08-25,São José dos Campos,,0.8740344,725419,19.3253857142857,79.5515571428571,1,0,1,79.5515571428571,79.5515571428571,19.3253857142857,19.3253857142857,72,,,,,235967
1777161600000,202617,468.0,468,468.0,468,0.0021237305,64.51444,0,1,354990420261720690,2026-08-25,São José dos Campos,,0.8363801,725419,20.6053857142857,87.1010571428571,1,0,1,87.1010571428571,87.1010571428571,20.6053857142857,20.6053857142857,71,,,,,235967
1776556800000,202616,586.0,586,586.0,586,0.6675811,80.7809,0,1,354990420261620690,2026-08-25,São José dos Campos,,1.0257897,725419,14.5288,96.5501428571429,0,0,1,77.6570714285714,49.8846285714286,19.3052857142857,25.0832142857143,54,,,,,235967
1775952000000,202615,539.0,539,539.0,539,0.056305137,74.30189,0,1,354990420261520690,2026-08-25,São José dos Campos,,0.9099577,725419,14.0975857142857,95.0784714285714,0,0,1,76.1656142857143,49.4437,19.4806,25.4129428571429,54,,,,,235967
1775347200000,202614,601.0,601,601.0,601,0.17790861,82.84867,0,1,354990420261420690,2026-08-25,São José dos Campos,,0.9488039,725419,17.5436571428571,94.7606714285714,0,0,1,84.1786142857143,68.2792714285714,20.6460142857143,24.3570285714286,59,,,,,235967
1774742400000,202613,536.0,536,536.0,536,0.0009646491,73.88833,0,3,354990420261320690,2026-08-25,São José dos Campos,,0.8344565,725419,17.3457714285714,94.8394,0,0,1,81.8874571428571,62.6149714285714,21.2456285714286,25.8233,50,,,,,235967
1774137600000,202612,678.0,678,678.0,678,0.962819,93.46323,0,3,354990420261220690,2026-08-25,São José dos Campos,,1.104418,725419,16.8322,95.2195857142857,0,1,1,75.8665142857143,48.7273714285714,21.8170857142857,27.3913142857143,56,,,,,235967
1773532800000,202611,691.0,691,691.0,691,0.9922938,95.255295,0,1,354990420261120690,2026-08-25,São José dos Campos,,1.1442537,725419,17.6473142857143,94.4085571428571,0,1,1,79.6355285714286,59.3986857142857,22.0980142857143,26.8001428571429,79,,,,,235967
1772928000000,202610,571.0,571,571.0,571,0.050007023,78.71313,0,1,354990420261020690,2026-08-25,São José dos Campos,,0.9093502,725419,18.2749,97.1875142857143,1,0,1,88.851,76.0575285714286,20.5329142857143,23.2963857142857,65,,,,,235967
1772323200000,202609,607.0,607,607.0,607,0.12625405,83.67578,0,1,354990420260920690,2026-08-25,São José dos Campos,,0.9374339,725419,16.7365,97.788,0,0,1,82.4948285714286,61.6419142857143,20.2997428571429,24.9418714285714,49,,,,,235967
1771718400000,202608,594.0,594,594.0,594,0.35198835,81.88371,0,3,354990420260820690,2026-08-25,São José dos Campos,,0.97831917,725419,19.0306,96.6494142857143,1,0,1,86.4395,71.0944714285714,21.3536714285714,24.7644142857143,56,,,,,235967
1771113600000,202607,737.0,737,737.0,737,1.0,101.59646,0,3,354990420260720690,2026-08-25,São José dos Campos,,1.4076095,725419,18.9390142857143,95.4672142857143,1,1,1,79.2587142857143,56.0059571428571,23.1827857142857,28.1297714285714,55,,,,,235967
1770508800000,202606,600.0,600,600.0,600,0.99999976,82.71082,0,3,354990420260620690,2026-08-25,São José dos Campos,,1.3680247,725419,19.1145857142857,94.1636714285714,1,1,1,82.9594571428571,65.9083714285714,22.1320857142857,25.6101,56,,,,,235967
1769904000000,202605,556.0,556,556.0,556,0.99999934,76.64536,0,1,354990420260520690,2026-08-25,São José dos Campos,,1.3691533,725419,19.3764,95.1862142857143,1,1,1,86.4203714285714,74.4833428571429,21.9307857142857,24.9832142857143,46,,,,,235967
1769299200000,202604,392.0,392,392.0,392,0.13362803,54.037735,0,1,354990420260420690,2026-08-25,São José dos Campos,,0.9252611,725419,17.6431857142857,97.1505285714286,0,0,1,84.3777857142857,66.7945142857143,21.3168714285714,25.6867714285714,29,,,,,235967
1768694400000,202603,369.0,369,369.0,369,0.010782228,50.867153,0,1,354990420260320690,2026-08-25,São José dos Campos,,0.8501321,725419,16.6033428571429,95.2301285714286,0,0,1,83.8471428571429,69.2053857142857,19.3668714285714,22.7061857142857,26,,,,,235967
1768089600000,202602,442.0,442,442.0,442,0.86881644,60.930305,0,2,354990420260220690,2026-08-25,São José dos Campos,,1.0798459,725419,19.3458714285714,89.2389285714286,1,0,1,72.3869857142857,52.883,23.4297,27.4854571428571,31,,,,,235967
1767484800000,202601,466.0,466,466.0,466,0.9968655,64.23874,0,2,354990420260120690,2026-08-25,São José dos Campos,,1.2063197,725419,18.0205571428571,91.2633,1,1,1,74.5461285714286,54.875,22.2170857142857,26.7150285714286,39,,,,,235967
1766880000000,202553,418.0,418,418.0,418,0.7084586,57.621872,0,1,354990420255320690,2026-08-25,São José dos Campos,,1.0390567,725419,21.0247,93.3734714285714,1,0,1,76.6091571428571,55.3206857142857,24.9015428571429,29.5607714285714,42,,,,,235967
1766275200000,202552,338.0,338,338.0,338,0.0002616028,46.59376,0,1,354990420255220690,2026-08-25,São José dos Campos,,0.77842534,725419,19.638,87.1776428571429,1,0,1,68.1158714285714,46.2348571428571,24.8058714285714,29.8824,26,,,,,235967
1765670400000,202551,410.0,410,410.0,410,0.0902516,56.51906,0,1,354990420255120690,2026-08-25,São José dos Campos,,0.9126732,725419,17.9845571428571,94.3383,0,0,1,83.9736571428571,69.4048428571429,20.7661428571429,24.6833714285714,35,,,,,235967
1765065600000,202550,440.0,440,440.0,440,0.36899474,60.654602,0,1,354990420255020690,2026-08-25,São José dos Campos,,0.9778328,725419,19.3453285714286,86.9682,1,0,1,74.3146142857143,57.5907142857143,22.8015142857143,27.0234857142857,32,,,,,235967
1764460800000,202549,481.0,481,481.0,481,0.5095152,66.3065,0,1,354990420254920690,2026-08-25,São José dos Campos,,1.0015392,725419,17.5459,93.5659,0,0,1,73.1956142857143,47.3270714285714,22.2798714285714,28.1276428571429,45,,,,,235967
1763856000000,202548,422.0,422,422.0,422,0.0001031535,58.173275,0,1,354990420254820690,2026-08-25,São José dos Campos,,0.7862545,725419,15.2867571428571,95.2852,0,0,1,76.1618571428571,52.1786428571429,19.6462285714286,24.8507285714286,39,,,,,235967
1763251200000,202547,444.0,444,444.0,444,0.0001096606,61.206005,0,1,354990420254720690,2026-08-25,São José dos Campos,,0.7914781,725419,16.2589285714286,92.4428571428572,0,0,1,74.8866142857143,52.1869571428571,20.6344857142857,25.8783285714286,43,,,,,235967
1762646400000,202546,580.0,580,580.0,580,0.7270458,79.95379,0,1,354990420254620690,2026-08-25,São José dos Campos,,1.0364152,725419,14.4697714285714,93.8945857142857,0,0,1,77.0036571428571,55.2349285714286,18.8848,24.1125857142857,56,,,,,235967
1762041600000,202545,600.0,600,600.0,600,0.74043465,82.71082,0,1,354990420254520690,2026-08-25,São José dos Campos,,1.0382731,725419,17.1303571428571,94.1979285714286,0,0,1,82.5886285714286,65.6932142857143,20.496,25.1270285714286,72,,,,,235967
1761436800000,202544,503.0,503,503.0,503,0.0024608609,69.33923,0,1,354990420254420690,2026-08-25,São José dos Campos,,0.84376234,725419,16.2540857142857,93.1980857142857,0,0,1,79.1082,59.892,20.2291714285714,25.1443428571429,48,,,,,235967
1760832000000,202543,608.0,608,608.0,608,0.5857736,83.81363,0,1,354990420254320690,2026-08-25,São José dos Campos,,1.0125402,725419,11.3084714285714,91.8625571428571,0,0,1,70.3690571428571,44.0756285714286,16.0909857142857,21.9918285714286,63,,,,,235967
1760227200000,202542,604.0,604,604.0,604,0.71496904,83.26222,0,1,354990420254220690,2026-08-25,São José dos Campos,,1.0334897,725419,16.8434714285714,93.9983285714286,0,0,1,76.3139,53.5955571428571,21.2652,26.6448,68,,,,,235967
1759622400000,202541,596.0,596,596.0,596,0.92243636,82.15942,0,1,354990420254120690,2026-08-25,São José dos Campos,,1.087708,725419,16.0472714285714,88.4815571428571,0,0,1,72.2922,54.3947142857143,20.1103285714286,24.6874285714286,59,,,,,235967
1759017600000,202540,637.0,637,637.0,637,0.9998535,87.81132,0,1,354990420254020690,2026-08-25,São José dos Campos,,1.2386143,725419,15.3162714285714,89.3284714285714,0,1,1,66.2511,36.7679571428571,21.2159285714286,28.3406285714286,76,,,,,235967
1758412800000,202539,501.0,501,501.0,501,0.7912722,69.06354,0,1,354990420253920690,2026-08-25,São José dos Campos,,1.0532469,725419,14.6527857142857,88.4834571428571,0,0,1,70.9017285714286,50.6002285714286,18.2591428571429,23.3304714285714,66,,,,,235967
1757808000000,202538,559.0,559,559.0,559,0.9998704,77.058914,0,1,354990420253820690,2026-08-25,São José dos Campos,,1.2603884,725419,14.2477,94.0445428571429,0,1,1,70.8766714285714,39.5426285714286,19.6347857142857,26.6105428571429,52,,,,,235967
1757203200000,202537,453.0,453,453.0,453,0.86294377,62.44667,0,3,354990420253720690,2026-08-25,São José dos Campos,,1.0767949,725419,14.4322857142857,88.1890428571429,0,0,1,67.7498285714286,40.1327142857143,19.2607285714286,25.6147,55,,,,,235967
1756598400000,202536,447.0,447,447.0,447,0.96973544,61.61956,0,3,354990420253620690,2026-08-25,São José dos Campos,,1.1383929,725419,13.5262857142857,88.5806857142857,0,1,1,67.7057,41.7335285714286,18.8131714285714,24.8374571428571,45,,,,,235967
1755993600000,202535,418.0,418,418.0,418,0.9889176,57.621872,0,3,354990420253520690,2026-08-25,São José dos Campos,,1.1791549,725419,14.9347142857143,93.9816142857143,0,1,1,77.0279714285714,53.0539142857143,18.5143,23.5683714285714,37,,,,,235967
1755388800000,202534,421.0,421,421.0,421,0.99939424,58.035423,0,1,354990420253420690,2026-08-25,São José dos Campos,,1.2668129,725419,13.8956571428571,85.4518142857143,0,1,1,65.0353714285714,36.8894714285714,19.7569142857143,26.9003428571429,27,,,,,235967
1754784000000,202533,333.0,333,333.0,333,0.47933686,45.904507,0,1,354990420253320690,2026-08-25,São José dos Campos,,0.99599874,725419,9.4262,92.3893857142857,0,0,1,74.1739142857143,47.1230285714286,13.6959571428571,19.7660714285714,26,,,,,235967
1754179200000,202532,321.0,321,321.0,321,0.13924894,44.25029,0,1,354990420253220683,2026-08-18,São José dos Campos,,0.9196918,725419,11.4309714285714,89.4705142857143,0,0,1,70.7829,44.9698285714286,16.1973,21.8069142857143,29,,,,,235967
1753574400000,202531,332.0,332,332.0,332,0.061401464,45.766655,0,1,354990420253120676,2026-08-11,São José dos Campos,,0.89023584,725419,9.3484,87.5137142857143,0,0,1,68.6186285714286,41.8530428571429,14.8937,21.5528142857143,40,,,,,235967
1752969600000,202530,352.0,352,352.0,352,0.04139905,48.52368,0,1,354990420253020671,2026-08-06,São José dos Campos,,0.8810756,725419,11.3458857142857,93.9252,0,0,1,77.1422285714286,49.4506571428571,16.0301285714286,22.2481285714286,32,,,,,235967
1752364800000,202529,353.0,353,353.0,353,0.003567854,48.661533,0,1,354990420252920662,2026-07-28,São José dos Campos,,0.8245844,725419,9.40991428571429,90.8839428571429,0,0,1,69.5160428571429,41.6002571428571,15.0262,21.2727714285714,27,,,,,235967
1751760000000,202528,441.0,441,441.0,441,0.055148393,60.792454,0,1,354990420252820654,2026-07-20,São José dos Campos,,0.9005833,725419,10.4856857142857,97.0397428571429,0,0,1,78.9902571428571,52.1168571428571,14.4197571428571,19.6671714285714,46,,,,,235967
1751155200000,202527,371.0,371,371.0,371,0.0,51.142857,0,1,354990420252720647,2026-07-13,São José dos Campos,,0.65198606,725419,12.2234857142857,94.1092571428571,0,0,1,84.4789428571429,66.7286571428571,14.8100285714286,18.5617428571429,34,,,,,235967
1750550400000,202526,494.0,494,494.0,494,1.66e-08,68.09857,0,1,354990420252620642,2026-07-08,São José dos Campos,,0.7232614,725419,11.5414714285714,89.8373857142857,0,0,1,74.8771285714286,50.4464142857143,16.2411142857143,22.6787571428571,66,,,,,235967
1749945600000,202525,595.0,595,595.0,595,0.0,82.02156,0,1,354990420252520636,2026-07-02,São José dos Campos,,0.6705081,725419,9.77032857142857,88.4556571428571,0,0,1,71.9372714285714,47.8988571428571,15.8423142857143,22.7122,61,,,,,235967
1749340800000,202524,573.0,573,573.0,573,0.0,78.98883,0,4,354990420252420627,2026-06-23,São José dos Campos,,0.49530724,725419,11.1011142857143,95.6071285714286,0,0,1,83.7810428571429,63.6779571428571,14.1412285714286,18.0668285714286,84,,,,,235967
1748736000000,202523,894.0,894,894.0,894,0.0,123.23912,0,4,354990420252320621,2026-06-17,São José dos Campos,,0.6230361,725419,13.2367285714286,96.0640142857143,0,0,2,82.6568428571429,60.6385428571429,17.3432428571429,22.5754714285714,141,,,,,235967
1748131200000,202522,1123.0,1123,1123.0,1123,0.0,154.80708,0,4,354990420252220619,2026-06-15,São José dos Campos,,0.6892379,725419,12.3642142857143,90.1092428571429,0,0,2,75.1701142857143,51.8407,16.9495285714286,22.6814571428571,165,,,,,235967
1747526400000,202521,1487.0,1487,1487.0,1487,0.0001796448,204.98499,0,4,354990420252120608,2026-06-04,São José dos Campos,,0.8809401,725419,14.1516714285714,92.5122571428571,0,0,2,77.3917857142857,58.5712,18.5960714285714,23.0703142857143,245,,,,,235967
1746921600000,202520,1739.0,1739,1739.0,1739,0.89081264,239.72353,0,4,354990420252020599,2026-05-26,São José dos Campos,,1.0430816,725419,13.4187714285714,95.5475571428571,0,0,2,81.4256571428571,59.5587285714286,17.0241,21.4607571428571,270,,,,,235967
1746316800000,202519,1730.0,1730,1730.0,1730,0.9584012,238.48286,0,4,354990420251920592,2026-05-19,São José dos Campos,,1.061607,725419,14.0512571428571,91.8219571428571,0,1,2,75.6745857142857,50.9340857142857,19.1068142857143,24.9255857142857,300,,,,,235967
1745712000000,202518,1650.0,1650,1650.0,1650,0.871686,227.45476,0,4,354990420251820587,2026-05-14,São José dos Campos,,1.0406914,725419,14.9750714285714,96.7332285714286,0,0,2,82.3355428571429,59.4433857142857,18.3778285714286,22.6874,305,,,,,235967
1745107200000,202517,1673.0,1673,1673.0,1673,0.97047824,230.62534,0,4,354990420251720578,2026-05-05,São José dos Campos,,1.0686083,725419,16.6480571428571,96.4144571428571,0,1,2,86.2720428571429,69.5373142857143,19.1323285714286,22.6235,333,,,,,235967
1744502400000,202516,1566.0,1566,1566.0,1566,0.39290193,215.87524,0,4,354990420251620571,2026-04-28,São José dos Campos,,0.9903595,725419,16.8759571428571,95.8276714285714,0,0,2,82.9252285714286,64.9573142857143,20.4015714285714,24.6334142857143,316,,,,,235967
1743897600000,202515,1543.0,1543,1543.0,1543,0.1592031,212.70465,0,4,354990420251520566,2026-04-23,São José dos Campos,,0.9650281,725419,15.4034571428571,94.8909,0,0,2,81.8735428571429,63.4501142857143,19.0116857142857,23.4463,325,,,,,235967
1743292800000,202514,1594.0,1594,1594.0,1594,0.54726225,219.73508,0,4,354990420251420557,2026-04-14,São José dos Campos,,1.004219,725419,18.6283,95.3344857142857,1,0,2,84.3351428571429,67.3065428571429,21.6689,25.4155714285714,284,,,,,235967
1742688000000,202513,1624.0,1624,1624.0,1624,0.8955475,223.87062,0,4,354990420251320552,2026-04-09,São José dos Campos,,1.0455947,725419,17.5583142857143,95.0912714285714,0,0,2,81.1396285714286,62.1700142857143,21.7272857142857,26.2937428571429,345,,,,,235967
1742083200000,202512,1619.0,1619,1619.0,1619,0.92635345,223.18137,0,4,354990420251220544,2026-04-01,São José dos Campos,,1.0529422,725419,17.7635571428571,96.5241714285714,0,0,2,84.3798428571429,66.9127857142857,20.8759714285714,24.7803571428571,415,,,,,235967
1741478400000,202511,1544.0,1544,1544.0,1544,0.44308424,212.84251,0,4,354990420251120536,2026-03-24,São José dos Campos,,0.9948683,725419,19.4983857142857,95.9974428571429,1,0,2,81.1766,59.9984,23.0922857142857,27.7181428571429,346,,,,,235967
1740873600000,202510,1512.0,1512,1512.0,1512,0.38469136,208.43126,0,4,354990420251020529,2026-03-17,São José dos Campos,,0.98942316,725419,18.0042714285714,92.5675857142857,1,0,2,70.0857285714286,41.9574857142857,23.4399857142857,29.0996857142857,319,,,,,235967
1740268800000,202509,1565.0,1565,1565.0,1565,0.99941087,215.73738,0,4,354990420250920522,2026-03-10,São José dos Campos,,1.1269006,725419,18.4151857142857,93.9798142857143,1,1,2,72.9275428571429,46.5259,23.7852857142857,28.9904142857143,225,,,,,235967
1739664000000,202508,1632.0,1632,1632.0,1632,1.0,224.97343,0,4,354990420250820516,2026-03-04,São José dos Campos,,1.3912292,725419,20.1131142857143,92.7047857142857,1,1,2,76.4870857142857,56.8421285714286,24.6095142857143,29.1742571428571,130,,,,,235967
1739059200000,202507,1451.0,1451,1451.0,1451,1.0,200.02234,0,4,354990420250720508,2026-02-24,São José dos Campos,,1.4851317,725419,18.9396714285714,93.8631571428571,1,1,2,77.5068142857143,55.6886571428571,23.2725857142857,27.9576142857143,174,,,,,235967
1738454400000,202506,1135.0,1135,1135.0,1135,1.0,156.4613,0,3,354990420250620504,2026-02-20,São José dos Campos,,1.3663496,725419,19.4619428571429,94.1834,1,1,2,81.6348142857143,63.3517714285714,23.1286,27.0745571428571,142,,,,,235967
1737849600000,202505,966.0,966,966.0,966,1.0,133.16441,0,3,354990420250520495,2026-02-11,São José dos Campos,,1.321728,725419,19.8162142857143,96.7301428571429,1,1,2,89.3995714285714,77.6926857142857,21.9261,24.6653142857143,134,,,,,235967
1737244800000,202504,817.0,817,817.0,817,0.99998766,112.624565,0,3,354990420250420491,2026-02-07,São José dos Campos,,1.2465937,725419,19.8965857142857,91.282,1,1,1,75.6011857142857,58.6013142857143,24.5109428571429,28.9037,112,,,,,235967
1736640000000,202503,700.0,700,700.0,700,0.9998601,96.49596,0,3,354990420250320487,2026-02-03,São José dos Campos,,1.2266872,725419,17.9848142857143,93.9964714285714,0,1,1,81.6609714285714,65.0171571428571,21.2488714285714,25.2415428571429,61,,,,,235967
1736035200000,202502,697.0,697,697.0,697,1.0,96.082405,0,4,354990420250220460,2026-01-07,São José dos Campos,,1.3716302,725419,17.6798142857143,95.7794571428571,0,1,2,82.5213,64.4236142857143,21.0208285714286,25.2379714285714,72,,,,,235967
1735430400000,202501,560.0,560,560.0,560,0.9390138,77.19676,0,2,354990420250120460,2026-01-07,São José dos Campos,,1.0992178,725419,18.0405428571429,94.7348285714286,1,0,2,82.5887428571429,65.3971857142857,21.8218285714286,26.4286285714286,48,,,,,235967
1734825600000,202452,456.0,456,456.0,456,0.0017693321,62.86022,0,4,354990420245220438,2025-12-16,São José dos Campos,,0.831621,725419,19.3304571428571,95.1886285714286,1,0,1,86.3039,73.7151428571429,21.7503714285714,24.8384,29,,,,,235967
1734220800000,202451,495.0,495,495.0,495,0.0014833105,68.23643,0,4,354990420245120438,2025-12-16,São José dos Campos,,0.83488625,725419,18.2247,93.1933428571429,1,0,2,77.5887571428571,55.9006285714286,22.0782428571429,26.7548142857143,27,,,,,235967
1733616000000,202450,569.0,569,569.0,569,0.03905934,78.43742,0,4,354990420245020438,2025-12-16,São José dos Campos,,0.9032223,725419,18.4433285714286,95.3477,1,0,2,81.3932285714286,60.3564857142857,21.8030714285714,26.0453285714286,42,,,,,235967
1733011200000,202449,567.0,567,567.0,567,0.03239189,78.16173,0,4,354990420244920432,2025-12-10,São José dos Campos,,0.8987457,725419,19.4050142857143,94.4986571428571,1,0,2,80.6790285714286,62.7429571428571,22.7543714285714,26.9598428571429,29,,,,,235967
1732406400000,202448,682.0,682,682.0,682,0.98357695,94.01463,0,4,354990420244820425,2025-12-03,São José dos Campos,,1.1263832,725419,17.4740142857143,89.5727285714286,0,1,2,71.2792571428571,49.5779714285714,22.2966142857143,27.4360857142857,48,,,,,235967
1731801600000,202447,639.0,639,639.0,639,0.9505117,88.08702,0,4,354990420244720418,2025-11-26,São José dos Campos,,1.099081,725419,17.4668714285714,96.5608,0,1,2,80.4139285714286,58.7854142857143,21.3092,25.8260142857143,31,,,,,235967
1731196800000,202446,606.0,606,606.0,606,0.7922549,83.537926,0,4,354990420244620410,2025-11-18,São José dos Campos,,1.048456,725419,16.0073428571429,94.5257428571429,0,0,2,80.9531142857143,60.997,19.7505142857143,24.5155571428571,35,,,,,235967
1730592000000,202445,577.0,577,577.0,577,0.41057497,79.54024,0,4,354990420244520404,2025-11-12,São José dos Campos,,0.98682684,725419,18.7277428571429,95.7442428571429,1,0,2,87.3185571428571,72.0376714285714,20.8417428571429,23.9309428571429,31,,,,,235967
1729987200000,202444,552.0,552,552.0,552,0.3900726,76.093956,0,4,354990420244420396,2025-11-04,São José dos Campos,,0.9834138,725419,16.2744428571429,93.7130428571429,0,0,2,80.4353285714286,61.7246,19.8037857142857,24.2675,25,,,,,235967
1729382400000,202443,627.0,627,627.0,627,0.99939364,86.43281,0,4,354990420244320390,2025-10-29,São José dos Campos,,1.2112541,725419,18.3594142857143,93.8832714285714,1,1,2,82.2587428571429,65.9193285714286,21.6788714285714,25.9306857142857,32,,,,,235967
1728777600000,202442,583.0,583,583.0,583,0.99362904,80.36735,0,4,354990420244220381,2025-10-20,São José dos Campos,,1.1635387,725419,16.9014142857143,93.3335285714286,0,1,2,77.0033142857143,53.9854,20.9770428571429,26.1889571428571,27,,,,,235967
1728172800000,202441,493.0,493,493.0,493,0.34280154,67.960724,0,1,354990420244120376,2025-10-15,São José dos Campos,,0.9747156,725419,16.6916428571429,93.2043285714286,0,0,2,75.0353428571429,47.1656285714286,21.1921714285714,27.8493571428571,21,,,,,235967
1727568000000,202440,470.0,470,470.0,470,0.2066623,64.79014,0,1,354990420244020368,2025-10-07,São José dos Campos,,0.94871795,725419,16.5119571428571,87.1072571428572,0,0,1,68.4066142857143,42.1985714285714,21.5249285714286,28.0664,17,,,,,235967
1726963200000,202439,559.0,559,559.0,559,0.99570686,77.058914,0,1,354990420243920363,2025-10-02,São José dos Campos,,1.177861,725419,17.1991714285714,87.3802857142857,0,1,2,64.5478857142857,36.8078142857143,23.1511571428571,29.7637285714286,25,,,,,235967
1726358400000,202438,467.0,467,467.0,467,0.81695235,64.37659,0,1,354990420243820354,2025-09-23,São José dos Campos,,1.0618511,725419,15.5314,92.0379142857143,0,0,1,75.8933142857143,53.1182285714286,19.9154857142857,25.3144857142857,25,,,,,235967
1725753600000,202437,508.0,508,508.0,508,0.9986356,70.028496,0,1,354990420243720347,2025-09-16,São José dos Campos,,1.2183021,725419,15.4436428571429,69.3602,0,1,2,47.6120714285714,22.1333571428571,23.4888857142857,31.6241,32,,,,,235967
1725148800000,202436,442.0,442,442.0,442,0.7671035,60.930305,0,1,354990420243620340,2025-09-09,São José dos Campos,,1.0509027,725419,14.9169142857143,83.8063,0,0,1,64.5760857142857,35.3506428571429,21.2249857142857,29.0178428571429,26,,,,,235967
1724544000000,202435,364.0,364,364.0,364,0.022842523,50.1779,0,1,354990420243520333,2025-09-02,São José dos Campos,,0.8668836,725419,10.0485,93.3281285714286,0,0,1,73.9204714285714,47.7048285714286,15.4357571428571,21.8958142857143,18,,,,,235967
1723939200000,202434,471.0,471,471.0,471,0.90261436,64.92799,0,1,354990420243420328,2025-08-28,São José dos Campos,,1.0901259,725419,12.8193142857143,79.6458285714286,0,0,1,57.1896571428571,29.1404714285714,20.5434285714286,28.9119142857143,24,,,,,235967
1723334400000,202433,399.0,399,399.0,399,0.008016915,55.002693,0,1,354990420243320321,2025-08-21,São José dos Campos,,0.84909505,725419,8.02335714285714,90.6753,0,0,1,68.4834285714286,38.5682714285714,14.939,22.8560714285714,28,,,,,235967
